RCDTS,Level,School Name,District,City,County,District Type,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title I Status,State Senate District,State House District,# Student Enrollment,% Student Enrollment -Male,% Student Enrollment - Female,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - Never EL,% Student Enrollment - Low Income,Latitude,Longitude
05-016-0150-04-2004,School,Marion Jordan Elem School,Palatine CCSD 15,Palatine,Cook,Elementary District,Elementary School,K - 5,Commendable,All Students,Title 1 Ineligible Due to Ranking,26.0,51.0,470.0,52.6,47.4,64.7,,7.7,5.7,24.5,13.2,87.0,10.2,42.1113242,-88.073681
05-016-0150-04-2010,School,Pleasant Hill Elem School,Palatine CCSD 15,Palatine,Cook,Elementary District,Elementary School,K - 5,Exemplary,All Students,Title 1 Ineligible Due to Ranking,26.0,51.0,403.0,54.6,45.4,55.8,,7.4,5.2,24.3,13.2,79.2,7.4,42.0972282,-88.0543684
05-016-0150-04-1011,School,Plum Grove Middle School,Palatine CCSD 15,Rolling Meadows,Cook,Elementary District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Ineligible Due to Ranking,27.0,53.0,1113.0,52.5,47.5,48.3,2.9,9.0,4.3,20.8,7.9,68.6,14.6,42.0878,-88.04118
05-016-0150-04-2009,School,Stuart R Paddock School,Palatine CCSD 15,Palatine,Cook,Elementary District,Elementary School,PK - 5,Exemplary,All Students,Title 1 Ineligible Due to Ranking,26.0,51.0,471.0,48.8,51.2,50.5,2.5,10.8,5.5,16.8,8.5,84.7,13.2,42.10826,-88.04999
05-016-0150-04-1020,School,Thomas Jefferson Middle School,Palatine CCSD 15,Hoffman Est,Cook,Elementary District,Middle/Junior High School,6 - 8,Commendable,All Students,Not a Participant in Title One Program,26.0,51.0,607.0,50.4,49.6,55.5,,6.3,4.8,21.9,7.4,75.3,11.4,42.0627509,-88.1229708
05-016-0150-04-2015,School,Virginia Lake Elem School,Palatine CCSD 15,Palatine,Cook,Elementary District,Elementary School,PK - 5,Commendable,All Students,Title 1 Schoolwide,27.0,54.0,574.0,52.3,47.7,31.2,4.0,57.8,,23.7,12.9,46.0,44.4,42.127791,-88.023019
05-016-0150-04-1018,School,Walter R Sundling Middle School,Palatine CCSD 15,Palatine,Cook,Elementary District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Schoolwide,26.0,51.0,662.0,53.2,46.8,34.1,6.9,45.6,2.6,22.4,11.3,48.2,46.8,42.1295866,-88.0497376
05-016-0150-04-2018,School,Willow Bend Elem School,Palatine CCSD 15,Rolling Meadows,Cook,Elementary District,Elementary School,K - 5,Commendable,All Students,Title 1 Schoolwide,27.0,53.0,449.0,52.3,47.7,37.6,2.2,41.2,4.5,21.6,14.3,39.9,50.6,42.062285,-88.0191253
05-016-0150-04-2019,School,Winston Campus Elementary,Palatine CCSD 15,Palatine,Cook,Elementary District,Elementary School,PK - 5,,,Title 1 Schoolwide,27.0,54.0,227.0,52.9,47.1,28.2,,64.3,5.3,14.5,8.4,,37.9,42.1112858,-88.0213433
05-016-0150-04-1016,School,Winston Campus Middle School,Palatine CCSD 15,Palatine,Cook,Elementary District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Schoolwide,27.0,54.0,853.0,50.1,49.9,28.4,4.8,59.8,2.1,21.5,12.0,38.6,49.6,42.11142,-88.02174
12-017-0030-26-0000,District,,Palestine CUSD 3,Palestine,Crawford,Unit District,,,,,,,,346.0,,50.6,96.5,,,,20.8,17.1,,52.0,39.003861,-87.612744
12-017-0030-26-2002,School,Palestine Grade School,Palestine CUSD 3,Palestine,Crawford,Unit District,Elementary School,PK - 8,Commendable,All Students,Title 1 Schoolwide,51.0,102.0,266.0,,53.0,95.5,,,,24.1,19.2,,54.1,39.001122,-87.62295
12-017-0030-26-0001,School,Palestine High School,Palestine CUSD 3,Palestine,Crawford,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Eligible but Not Served,51.0,102.0,80.0,57.5,42.5,100.0,,,,,,,45.0,39.003194,-87.612418
07-016-1180-04-0000,District,,Palos CCSD 118,Palos Park,Cook,Elementary District,,,,,,,,2104.0,51.1,,73.2,3.1,14.5,3.2,20.6,16.5,67.2,35.9,41.667173,-87.837515
07-016-1180-04-2002,School,Palos East Elementary School,Palos CCSD 118,Palos Heights,Cook,Elementary District,Elementary School,K - 5,Exemplary,All Students,Title 1 Targeted,18.0,35.0,712.0,49.4,50.6,72.3,3.7,14.9,,18.5,16.2,66.9,36.4,41.6619,-87.8082
07-016-1180-04-1004,School,Palos South Middle School,Palos CCSD 118,Palos Park,Cook,Elementary District,Middle/Junior High School,6 - 8,Exemplary,All Students,Title 1 Targeted,18.0,35.0,706.0,,50.7,74.6,3.3,14.9,2.7,19.8,13.6,67.3,36.0,41.6512831,-87.8208245
07-016-1180-04-2003,School,Palos West Elementary School,Palos CCSD 118,Palos Park,Cook,Elementary District,Elementary School,PK - 5,Commendable,All Students,Title 1 Ineligible Due to Ranking,18.0,35.0,686.0,55.0,,72.6,2.3,13.7,4.4,23.6,20.0,67.3,35.4,41.6584689,-87.8751711
07-016-1280-02-0000,District,,Palos Heights SD 128,Palos Heights,Cook,Elementary District,,,,,,,,821.0,49.9,50.1,73.8,3.2,4.5,9.9,20.0,15.7,86.6,12.9,41.668041,-87.7990051
07-016-1280-02-2002,School,Chippewa Elem School,Palos Heights SD 128,Palos Heights,Cook,Elementary District,Elementary School,1 - 3,Commendable,All Students,Title 1 Targeted,18.0,35.0,235.0,43.8,56.2,71.1,,,11.1,14.5,11.5,85.5,17.9,41.6656794,-87.7678914
07-016-1280-02-1003,School,Independence Jr High School,Palos Heights SD 128,Palos Heights,Cook,Elementary District,Middle/Junior High School,6 - 8,Exemplary,All Students,Title 1 Eligible but Not Served,18.0,35.0,232.0,53.4,46.6,77.6,,9.9,,20.3,14.7,81.9,13.8,41.668041,-87.7990051
07-016-1280-02-2006,School,Indian Hill,Palos Heights SD 128,Palos Heights,Cook,Elementary District,Elementary School,PK - K,,,Title 1 Targeted,18.0,35.0,180.0,58.3,41.7,75.0,,,15.6,21.7,21.1,90.6,8.3,41.5017,-87.64782
07-016-1280-02-2005,School,Navajo Heights Elem School,Palos Heights SD 128,Palos Heights,Cook,Elementary District,Elementary School,4 - 5,Commendable,All Students,Title 1 Targeted,18.0,35.0,174.0,44.8,55.2,71.3,,,15.5,25.3,17.2,90.2,9.8,41.6663551,-87.7872566
03-011-0080-26-0000,District,,Pana CUSD 8,Pana,Christian,Unit District,,,,,,,,1119.0,49.3,50.7,94.6,,1.3,2.9,22.5,19.5,,51.4,39.390193,-89.080041
03-011-0080-26-2001,School,Pana Elem School,Pana CUSD 8,Pana,Christian,Unit District,Elementary School,PK - 5,Targeted,Children with Disabilities,Title 1 Schoolwide,54.0,107.0,500.0,49.2,50.8,95.8,,,2.8,25.2,23.0,,59.0,39.390193,-89.080041
03-011-0080-26-1005,School,Pana Jr High School,Pana CUSD 8,Pana,Christian,Unit District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Schoolwide,54.0,107.0,236.0,50.8,49.2,93.6,,,,25.8,21.6,100.0,52.1,39.38207,-89.08709
03-011-0080-26-0006,School,Pana Sr High School,Pana CUSD 8,Pana,Christian,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Eligible but Not Served,54.0,107.0,383.0,48.6,51.4,93.7,,,3.1,17.0,13.6,,41.0,39.38207,-89.08709
03-068-0020-26-0000,District,,Panhandle CUSD 2,Raymond,Montgomery,Unit District,,,,,,,,429.0,,52.2,92.3,,5.1,,19.3,19.3,98.1,36.4,18.08185,-71.75332
03-068-0020-26-2003,School,Farmersville Elem School,Panhandle CUSD 2,Farmersville,Montgomery,Unit District,Elementary School,PK - 1,,,Title 1 Schoolwide,54.0,108.0,95.0,53.7,46.3,93.7,,,,12.6,12.6,,35.8,39.4398557,-89.6484339
03-068-0020-26-0001,School,Lincolnwood High School,Panhandle CUSD 2,Raymond,Montgomery,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Eligible but Not Served,54.0,108.0,132.0,,56.8,95.5,,,,21.2,21.2,,36.4,39.32684,-89.57132
03-068-0020-26-1002,School,Lincolnwood Jr High School,Panhandle CUSD 2,Raymond,Montgomery,Unit District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Targeted,54.0,108.0,88.0,46.6,53.4,92.0,,,,21.6,21.6,,38.6,39.32684,-89.57132
03-068-0020-26-2005,School,Raymond Grade School,Panhandle CUSD 2,Raymond,Montgomery,Unit District,Elementary School,2 - 5,Exemplary,All Students,Title 1 Schoolwide,54.0,108.0,114.0,49.1,50.9,87.7,,,,21.1,21.1,,35.1,39.32605,-89.57257
11-023-8000-80-0000,District,,Paris Cooperative High School,Paris,Edgar,Administrative Agent,,,,,,,,532.0,51.1,,91.7,,4.5,,10.2,10.2,99.4,39.7,39.612292,-87.690601
11-023-8000-80-0001,School,Paris Cooperative High School,Paris Cooperative High School,Paris,Edgar,Administrative Agent,High School,9 - 12,Commendable,All Students,Not a Participant in Title One Program,51.0,102.0,532.0,51.1,,91.7,,4.5,,10.2,10.2,99.4,39.7,39.644903,-87.701641
11-023-0040-26-0000,District,,Paris CUSD 4,Paris,Edgar,Unit District,,,,,,,,443.0,55.1,44.9,96.8,,,,14.4,14.4,99.5,39.5,39.612292,-87.690601
11-023-0040-26-2001,School,Crestwood Elem School,Paris CUSD 4,Paris,Edgar,Unit District,Elementary School,PK - 5,Commendable,All Students,Title 1 Schoolwide,51.0,102.0,308.0,55.5,44.5,96.8,,,,16.9,16.9,,40.6,39.606512,-87.674118
11-023-0040-26-1001,School,Crestwood Jr High School,Paris CUSD 4,Paris,Edgar,Unit District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Eligible but Not Served,51.0,102.0,133.0,54.9,45.1,97.0,,,,9.0,9.0,,37.6,39.612292,-87.690601
11-023-0950-25-0000,District,,Paris-Union SD 95,Paris,Edgar,Unit District,,,,,,,,859.0,52.3,47.7,90.6,1.6,4.2,3.3,23.9,23.9,98.8,69.8,39.612292,-87.690601
11-023-0950-25-2006,School,Carolyn Wenz Elem School,Paris-Union SD 95,Paris,Edgar,Unit District,Elementary School,3 - 5,Targeted,Children with Disabilities,Title 1 Schoolwide,51.0,102.0,256.0,50.0,50.0,88.3,,5.5,,23.4,23.4,,69.1,39.61027,-87.702115
11-023-0950-25-3001,School,Creative Center for Children,Paris-Union SD 95,Paris,Edgar,Unit District,Special School,PK,,,Title 1 Eligible but Not Served,51.0,102.0,73.0,47.9,52.1,94.5,,,,27.4,27.4,100.0,91.8,41.748405,-87.683188
11-023-0950-25-1001,School,Mayo Middle School,Paris-Union SD 95,Paris,Edgar,Unit District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Schoolwide,51.0,102.0,238.0,55.5,44.5,90.8,,4.6,,15.1,15.1,,55.0,39.6118,-87.6899
11-023-0950-25-2003,School,Memorial Elementary School,Paris-Union SD 95,Paris,Edgar,Unit District,Elementary School,PK - 2,Commendable,All Students,Title 1 Schoolwide,51.0,102.0,291.0,52.6,47.4,91.4,,3.4,3.8,30.2,30.2,,77.0,39.6056,-87.6878
07-016-1630-02-0000,District,,Park Forest - Chicago Heights School District 163,Park Forest,Cook,Elementary District,,,,,,,,1504.0,51.0,49.0,1.5,77.3,14.2,6.6,17.8,17.8,93.6,80.4,41.484728,-87.683042
07-016-1630-02-2008,School,21st Century Primary Center,Park Forest - Chicago Heights School District 163,Park Forest,Cook,Elementary District,Elementary School,K - 3,Commendable,All Students,Title 1 Schoolwide,40.0,79.0,150.0,48.0,52.0,,76.7,12.0,11.3,18.7,18.7,95.3,80.0,41.4772,-87.6822
07-016-1630-02-3001,School,Algonquin Primary Center,Park Forest - Chicago Heights School District 163,Park Forest,Cook,Elementary District,Special School,PK,,,Title 1 Schoolwide,40.0,80.0,127.0,57.5,42.5,,74.8,18.9,,25.2,25.2,100.0,76.4,41.4937275,-87.6668645
07-016-1630-02-2002,School,Barack Obama Sch of Leadership and STEM,Park Forest - Chicago Heights School District 163,Chicago Heights,Cook,Elementary District,Elementary School,4 - 6,Commendable,All Students,Title 1 Schoolwide,40.0,80.0,363.0,49.0,51.0,,76.9,15.4,5.8,17.1,17.1,90.9,80.7,41.4976371,-87.6614684
07-016-1630-02-2003,School,Blackhawk Primary Center,Park Forest - Chicago Heights School District 163,Park Forest,Cook,Elementary District,Elementary School,K - 3,Commendable,All Students,Title 1 Schoolwide,40.0,79.0,160.0,55.6,44.4,,77.5,12.5,6.3,10.0,10.0,96.3,80.0,41.47139,-87.68669
07-016-1630-02-1010,School,Michelle Obama Sch of Technology and the Arts,Park Forest - Chicago Heights School District 163,Park Forest,Cook,Elementary District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Schoolwide,40.0,80.0,423.0,48.7,51.3,,82.3,10.4,,20.8,20.8,92.9,78.7,41.484728,-87.683042
07-016-1630-02-2007,School,Mohawk Primary Center,Park Forest - Chicago Heights School District 163,Park Forest,Cook,Elementary District,Elementary School,K - 3,Commendable,All Students,Title 1 Schoolwide,40.0,79.0,281.0,53.0,47.0,,71.9,18.1,7.8,14.9,14.9,92.5,84.7,41.4780427,-87.6959588
05-016-0640-04-0000,District,,Park Ridge CCSD 64,Niles,Cook,Elementary District,,,,,,,,4614.0,51.3,,78.7,0.7,9.4,4.1,19.8,11.7,84.7,4.2,42.0257692,-87.8009999
05-016-0640-04-1006,School,Emerson Middle School,Park Ridge CCSD 64,Niles,Cook,Elementary District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Targeted,28.0,55.0,887.0,48.9,51.1,77.9,,8.8,3.3,18.7,8.6,78.9,6.0,42.0265676,-87.8334682
05-016-0640-04-2004,School,Eugene Field Elem School,Park Ridge CCSD 64,Park Ridge,Cook,Elementary District,Elementary School,K - 5,Exemplary,All Students,Title 1 Targeted,28.0,55.0,623.0,53.5,,80.7,,8.2,3.5,14.4,11.2,80.3,,42.0210429,-87.8242502
05-016-0640-04-2005,School,Franklin Elementary School,Park Ridge CCSD 64,Park Ridge,Cook,Elementary District,Elementary School,K - 5,Exemplary,All Students,Title 1 Targeted,28.0,55.0,534.0,51.7,48.3,71.7,,9.7,5.4,16.3,10.7,81.6,6.2,42.031836,-87.857063
05-016-0640-04-2001,School,George B Carpenter Elem School,Park Ridge CCSD 64,Park Ridge,Cook,Elementary District,Elementary School,K - 5,Commendable,All Students,Title 1 Ineligible Due to Ranking,28.0,55.0,434.0,52.8,47.2,77.2,,10.1,4.6,17.7,12.2,89.6,5.1,42.01503,-87.85062
05-016-0640-04-2012,School,George Washington Elem School,Park Ridge CCSD 64,Park Ridge,Cook,Elementary District,Elementary School,K - 5,Commendable,All Students,Title 1 Ineligible Due to Ranking,28.0,55.0,584.0,48.6,51.4,81.7,,8.7,5.3,18.5,11.6,86.0,5.8,42.005783,-87.846278
05-016-0640-04-3001,School,Jefferson School,Park Ridge CCSD 64,Niles,Cook,Elementary District,Special School,PK,,,Title 1 Ineligible Due to Ranking,28.0,55.0,130.0,59.2,,65.4,,15.4,,50.8,48.5,78.5,,41.18117,-80.74758
05-016-0640-04-1007,School,Lincoln Middle School,Park Ridge CCSD 64,Park Ridge,Cook,Elementary District,Middle/Junior High School,6 - 8,Exemplary,All Students,Title 1 Ineligible Due to Ranking,28.0,55.0,746.0,51.9,48.1,82.2,,10.2,2.5,23.9,10.2,87.5,3.8,42.007808,-87.843666
05-016-0640-04-2011,School,Theodore Roosevelt Elem School,Park Ridge CCSD 64,Park Ridge,Cook,Elementary District,Elementary School,K - 5,Commendable,All Students,Title 1 Ineligible Due to Ranking,28.0,55.0,676.0,51.0,,80.6,,9.5,4.6,20.7,11.1,92.9,2.8,41.9983,-87.83395
13-058-1000-26-0000,District,,Patoka CUSD 100,Patoka,Marion,Unit District,,,,,,,,203.0,50.7,49.3,95.6,,,,21.7,19.7,100.0,40.4,38.7506126,-89.0888406
13-058-1000-26-2001,School,Patoka Elem School,Patoka CUSD 100,Patoka,Marion,Unit District,Elementary School,PK - 5,Commendable,All Students,Title 1 Schoolwide,55.0,110.0,100.0,55.0,45.0,96.0,,,,23.0,21.0,100.0,46.0,38.76421,-89.08534
13-058-1000-26-1001,School,Patoka Jr High School,Patoka CUSD 100,Patoka,Marion,Unit District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Eligible but Not Served,55.0,110.0,44.0,59.1,40.9,,,,,,,100.0,31.8,38.76421,-89.08534
13-058-1000-26-0002,School,Patoka Sr High School,Patoka CUSD 100,Patoka,Marion,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Eligible but Not Served,55.0,110.0,59.0,37.3,62.7,94.9,,,,23.7,20.3,100.0,37.3,38.76421,-89.08534
47-052-2710-26-0000,District,,Paw Paw CUSD 271,Paw Paw,Lee,Unit District,,,,,,,,126.0,50.8,49.2,83.3,,11.1,,17.5,13.5,,38.9,19.285279,-98.445842
47-052-2710-26-2005,School,Paw Paw Elementary School,Paw Paw CUSD 271,Paw Paw,Lee,Unit District,Elementary School,K - 5,Commendable,All Students,Title 1 Targeted,37.0,74.0,84.0,54.8,45.2,83.3,,,,14.3,,,32.1,41.6904022,-88.9776061
47-052-2710-26-1001,School,Paw Paw Junior High School,Paw Paw CUSD 271,Paw Paw,Lee,Unit District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Eligible but Not Served,37.0,74.0,42.0,42.9,57.1,83.3,,,,23.8,,,52.4,41.69142,-88.97731
51-084-0110-26-0000,District,,Pawnee CUSD 11,Pawnee,Sangamon,Unit District,,,,,,,,563.0,52.9,47.1,94.8,,,2.5,24.7,23.4,,18.3,39.592446,-89.578955
51-084-0110-26-2001,School,Pawnee Grade School,Pawnee CUSD 11,Pawnee,Sangamon,Unit District,Elementary School,PK - 6,Commendable,All Students,Title 1 Schoolwide,54.0,108.0,325.0,50.5,49.5,95.1,,,,27.7,26.8,,25.5,39.5942289,-89.5764022
51-084-0110-26-0001,School,Pawnee Jr/Sr High Sch,Pawnee CUSD 11,Pawnee,Sangamon,Unit District,High School,7 - 12,Commendable,All Students,Title 1 Eligible but Not Served,54.0,108.0,238.0,56.3,43.7,94.5,,,,20.6,18.9,,8.4,36.333007,-96.805528
09-027-0100-26-0000,District,,Paxton-Buckley-Loda CUD 10,Paxton,Ford,Unit District,,,,,,,,1217.0,52.8,47.2,82.7,1.1,10.3,5.7,19.2,16.4,95.2,42.9,22.2988739,-102.0619399
09-027-0100-26-2004,School,Clara Peterson Elem School,Paxton-Buckley-Loda CUD 10,Paxton,Ford,Unit District,Elementary School,PK - 5,Commendable,All Students,Title 1 Schoolwide,53.0,106.0,561.0,52.2,47.8,82.5,,10.2,5.7,16.8,16.8,95.2,39.8,40.453838,-88.09084
09-027-0100-26-0001,School,Paxton-Buckley-Loda High School,Paxton-Buckley-Loda CUD 10,Paxton,Ford,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Eligible but Not Served,53.0,106.0,370.0,48.1,51.9,85.7,,8.6,,14.6,14.3,96.5,43.5,40.461302,-88.108574
09-027-0100-26-1002,School,Paxton-Buckley-Loda Jr High Sch,Paxton-Buckley-Loda CUD 10,Paxton,Ford,Unit District,Middle/Junior High School,6 - 8,Commendable,All Students,Title 1 Eligible but Not Served,53.0,106.0,286.0,59.8,40.2,79.0,,12.6,,30.1,18.5,93.4,48.3,40.461302,-88.108574
01-001-0010-26-0000,District,,Payson CUSD 1,Payson,Adams,Unit District,,,,,,,,439.0,52.4,47.6,91.8,,,5.5,21.0,15.7,100.0,49.0,39.817443,-91.241838
01-001-0010-26-2002,School,Seymour Elementary School,Payson CUSD 1,Payson,Adams,Unit District,Elementary School,PK - 6,Commendable,All Students,Title 1 Schoolwide,50.0,100.0,229.0,52.0,48.0,92.1,,,,16.2,14.0,100.0,49.8,39.8183158,-91.2481065
01-001-0010-26-0001,School,Seymour High School,Payson CUSD 1,Payson,Adams,Unit District,High School,7 - 12,Commendable,All Students,Title 1 Eligible but Not Served,50.0,100.0,210.0,52.9,47.1,91.4,,,5.7,26.2,17.6,100.0,48.1,39.8168,-91.2503
08-089-2000-26-0000,District,,Pearl City CUSD 200,Pearl City,Stephenson,Unit District,,,,,,,,415.0,48.9,51.1,84.1,,10.6,,15.9,13.7,95.2,36.6,42.2673707,-89.8262058
08-089-2000-26-2001,School,Pearl City Elementary School,Pearl City CUSD 200,Pearl City,Stephenson,Unit District,Elementary School,PK - 6,Commendable,All Students,Title 1 Targeted,45.0,89.0,211.0,45.0,55.0,80.1,,14.2,,13.3,11.8,93.8,39.8,42.266888,-89.829168
08-089-2000-26-0001,School,Pearl City High School,Pearl City CUSD 200,Pearl City,Stephenson,Unit District,High School,9 - 12,Exemplary,All Students,Title 1 Eligible but Not Served,45.0,89.0,146.0,49.3,50.7,89.0,,6.8,,15.1,11.6,97.3,30.8,42.26724,-89.82956
08-089-2000-26-1001,School,Pearl City Jr High School,Pearl City CUSD 200,Pearl City,Stephenson,Unit District,Middle/Junior High School,7 - 8,Commendable,All Students,Title 1 Eligible but Not Served,45.0,89.0,58.0,62.1,37.9,86.2,,,,27.6,25.9,,39.7,21.4121165,-157.9520882
04-101-3210-26-0000,District,,Pecatonica CUSD 321,Pecatonica,Winnebago,Unit District,,,,,,,,862.0,51.3,48.7,87.7,,5.6,4.9,23.0,15.9,96.5,32.5,42.309563,-89.359375
04-101-3210-26-1001,School,Pecatonica Comm Middle School,Pecatonica CUSD 321,Pecatonica,Winnebago,Unit District,Middle/Junior High School,5 - 8,Targeted,Children with Disabilities,Title 1 Eligible but Not Served,45.0,89.0,264.0,54.5,45.5,86.4,,5.3,6.4,25.4,16.7,,33.0,42.306854,-89.361125
04-101-3210-26-2002,School,Pecatonica Elem School,Pecatonica CUSD 321,Pecatonica,Winnebago,Unit District,Elementary School,PK - 4,Commendable,All Students,Title 1 Schoolwide,45.0,89.0,303.0,47.9,52.1,88.8,,6.3,3.6,21.8,16.8,,34.7,42.310007,-89.361599
04-101-3210-26-0001,School,Pecatonica High School,Pecatonica CUSD 321,Pecatonica,Winnebago,Unit District,High School,9 - 12,Commendable,All Students,Title 1 Eligible but Not Served,45.0,89.0,295.0,51.9,48.1,87.8,,5.1,4.7,22.0,14.2,95.6,29.8,42.30244,-89.35823
53-090-3030-16-0000,District,,Pekin CSD 303,Pekin,Tazewell,High School District,,,,,,,,1675.0,50.7,,90.2,1.4,3.6,3.5,27.3,17.1,98.7,44.5,25.701255,-100.360046
53-090-3030-16-0002,School,Pekin Community High School,Pekin CSD 303,Pekin,Tazewell,High School District,High School,9 - 12,Commendable,All Students,Title 1 Schoolwide,47.0,93.0,1675.0,50.7,,90.2,1.4,3.6,3.5,27.3,17.1,98.7,44.5,40.562146,-89.620349
53-090-1080-02-0000,District,,Pekin PSD 108,Pekin,Tazewell,Elementary District,,,,,,,,3072.0,52.8,47.2,87.0,1.7,5.0,5.2,29.3,22.0,98.3,66.1,25.701255,-100.360046
53-090-1080-02-1012,School,Broadmoor Junior High School,Pekin PSD 108,Pekin,Tazewell,Elementary District,Middle/Junior High School,7 - 8,Targeted,Children with Disabilities,Title 1 Schoolwide,47.0,93.0,386.0,50.5,49.5,87.0,,4.7,5.4,28.8,18.7,97.2,57.8,40.572228,-89.61115
53-090-1080-02-2008,School,C B Smith Elem School,Pekin PSD 108,Pekin,Tazewell,Elementary District,Elementary School,K - 3,Commendable,All Students,Title 1 Schoolwide,47.0,93.0,236.0,56.8,43.2,89.4,,,4.7,31.4,28.8,100.0,73.3,40.580189,-89.632809
53-090-1080-02-2014,School,Dirksen Elementary School,Pekin PSD 108,Pekin,Tazewell,Elementary District,Elementary School,K - 3,Commendable,All Students,Title 1 Schoolwide,47.0,93.0,162.0,52.5,47.5,85.2,,8.0,,33.3,28.4,93.2,74.7,41.51836,-88.11673
53-090-1080-02-1002,School,Edison Junior High School,Pekin PSD 108,Pekin,Tazewell,Elementary District,Middle/Junior High School,7 - 8,Commendable,All Students,Title 1 Schoolwide,47.0,93.0,270.0,54.4,45.6,87.8,,5.2,6.3,24.8,16.7,,51.1,40.579195,-89.632948
53-090-1080-02-2004,School,Jefferson Elem School,Pekin PSD 108,Pekin,Tazewell,Elementary District,Elementary School,K - 3,Commendable,All Students,Title 1 Schoolwide,47.0,93.0,270.0,49.6,50.4,87.0,,,5.9,30.7,23.3,,75.2,40.56198,-89.64955
53-090-1080-02-2009,School,L E Starke Elem School,Pekin PSD 108,Pekin,Tazewell,Elementary District,Elementary School,K - 3,Commendable,All Students,Title 1 Schoolwide,47.0,93.0,155.0,57.4,42.6,82.6,,,7.1,32.3,27.7,100.0,63.9,40.58365,-89.62121
53-090-1080-02-3001,School,Pekin Preschool Family Ed Center,Pekin PSD 108,Pekin,Tazewell,Elementary District,Special School,PK,,,Title 1 Ineligible Due to Ranking,47.0,93.0,197.0,57.9,42.1,84.3,,,9.1,37.1,36.5,,79.2,40.552561,-89.638259
